control_id,dataset,case_id,source_case_id,presence_stratum,class_stratum,original_text,assigned_text,original_text_sha256,assigned_text_sha256,source_is_self,text_changed
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00011_gl_ax_t1,medclipseg_brisc:brisc2025_test_00187_gl_sa_t1,present,glioma,A glioma tumor is visible in the left region on the scan.,A suspicious glioma lesion is located in the upper section.,0d761fad6b1c11a6c895b47cb5fec4c4f645a3e6222a7ac1696815a5006cf189,c1ec50ee82847362b99cc35882087d9b830926ae8b32cf9eff15a90b857f5d15,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00012_gl_ax_t1,medclipseg_brisc:brisc2025_test_00190_gl_sa_t1,present,glioma,Detected abnormal growth of glioma tumor in the center part.,Detected glioma lesion located at the center area.,4a8f6a8eef57ba18fca9754ccce00339f987f7466099e06c38a0ba7eea1a2c5b,8106ef524d37f3628052f2aafb7c8d13fcac634c9226294f4eb5619536dcc65d,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00013_gl_ax_t1,medclipseg_brisc:brisc2025_test_00083_gl_ax_t1,present,glioma,The center area contains a confirmed glioma tumor.,The center brain region contains a detected glioma tumor.,055a1317f6259a2439eb604dbd74d6eb1b9abcad32695aa54895edecd6b59f15,c835f23603372fcba8de3c96acdc868564af083f48fd74d6265d3e5e36039428,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00014_gl_ax_t1,medclipseg_brisc:brisc2025_test_00026_gl_ax_t1,present,glioma,Abnormal glioma growth observed in the right part of the brain.,An area of glioma tumor is identified in the center part of the brain.,8a0df72b86644649c34f36542d2e3651b4a93aa86e4eac2f0732d717a7f60f79,b4b1c151b86dc1df28db9f0dbee518704bec82c8e435d016df40f309296040fd,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00015_gl_ax_t1,medclipseg_brisc:brisc2025_test_00017_gl_ax_t1,present,glioma,The center section of the brain contains a glioma lesion.,The right part of the brain exhibits a glioma abnormality.,91e095d27f6bfadceaf39ab8fcfd82a809f6c5d62ff2317d920fadd35a2654c5,f1803b85a384d97f0b2d250ea37197076232c8be38ffb213ecf949e45934cb07,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00016_gl_ax_t1,medclipseg_brisc:brisc2025_test_00086_gl_co_t1,present,glioma,A focal glioma mass is identified in the center region.,A glioma tumor can be seen in the left portion of the brain.,871db0f9243cc24f0f3a21024ba26e11de397e7a8b990df8cb2f08528ab83955,dd7483200b3667e157a55fab7f9e6976f7988319d4eb785348c278caa39539bc,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00017_gl_ax_t1,medclipseg_brisc:brisc2025_test_00236_gl_sa_t1,present,glioma,The right part of the brain exhibits a glioma abnormality.,The upper brain region contains a detected glioma tumor.,f1803b85a384d97f0b2d250ea37197076232c8be38ffb213ecf949e45934cb07,5e559cb317ac8bb5c22a73840f87759c1a34df012b3f6427ac8d444ad209426e,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00018_gl_ax_t1,medclipseg_brisc:brisc2025_test_00021_gl_ax_t1,present,glioma,Imaging identifies a glioma tumor in the lower quadrant.,Imaging reveals a glioma abnormality located in the left.,a7335db614d96d39e44f88b5dee07b63692596f4e08e0dc30adcd15a154dc3b1,c84a0b0ba481653effbf4f4ba0b217d2909f9ce1cf01551ed2ace1cc400bbcc8,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00019_gl_ax_t1,medclipseg_brisc:brisc2025_test_00033_gl_ax_t1,present,glioma,There is a glioma lesion affecting the center area of the brain.,There is a glioma lesion affecting the right area of the brain.,d45a1e67ce275c449af4bbd72119cb1079de7eb70b027e34155fb9aed6c4e5ac,6ac26d2d1e84a66a2ae84f331451a6366329fcabb10bf7968edd3a0a953993e0,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00020_gl_ax_t1,medclipseg_brisc:brisc2025_test_00001_gl_ax_t1,present,glioma,Detected glioma lesion located at the center area.,Findings indicate a glioma tumor situated in the center area.,8106ef524d37f3628052f2aafb7c8d13fcac634c9226294f4eb5619536dcc65d,49a9033e92c1cc8c75585e7dcb4acbd2f770be64808e725de0a9aecc4173d04f,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00021_gl_ax_t1,medclipseg_brisc:brisc2025_test_00025_gl_ax_t1,present,glioma,Imaging reveals a glioma abnormality located in the left.,MRI reveals a glioma tumor located in the center region.,c84a0b0ba481653effbf4f4ba0b217d2909f9ce1cf01551ed2ace1cc400bbcc8,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00022_gl_ax_t1,medclipseg_brisc:brisc2025_test_00059_gl_ax_t1,present,glioma,A glioma tumor is present in the center region of the brain.,A glioma tumor is visible in the center region on the scan.,f0e2eb7a6f37bb448676b1c15e70b8e9e7eed4b9a13c461b70bd007a02b0ce75,85624fdb0ee76f8948ec21a965dd45db583439afa1d18d6cba9b51132314bd8e,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00023_gl_ax_t1,medclipseg_brisc:brisc2025_test_00006_gl_ax_t1,present,glioma,Presence of a glioma mass detected in the center area.,The MRI shows a glioma mass located within the upper region.,a978b4c8ed667d045047dc865ec0d1fdc50dc33816656f0858701228ac4e9d72,ec06327044ca1cb463cae13b7f8301ad3d95b75ee189f4d90ed4490a7c951d88,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00024_gl_ax_t1,medclipseg_brisc:brisc2025_test_00081_gl_ax_t1,present,glioma,MRI reveals a glioma tumor located in the center region.,MRI shows a glioma lesion occupying the center area.,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,f343b5b1f15ee54182c223b56ed73a87074cbe9df9696fa7e40671ae8a7c1e97,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00025_gl_ax_t1,medclipseg_brisc:brisc2025_test_00194_gl_sa_t1,present,glioma,MRI reveals a glioma tumor located in the center region.,MRI shows a glioma lesion occupying the center area.,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,f343b5b1f15ee54182c223b56ed73a87074cbe9df9696fa7e40671ae8a7c1e97,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00026_gl_ax_t1,medclipseg_brisc:brisc2025_test_00134_gl_co_t1,present,glioma,An area of glioma tumor is identified in the center part of the brain.,An area of glioma tumor is identified in the upper part of the brain.,b4b1c151b86dc1df28db9f0dbee518704bec82c8e435d016df40f309296040fd,e8cb46a7468d66cb69d93c6eeb04443b9a26dca30a6b035c7a08cc89c3ddaee8,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00027_gl_ax_t1,medclipseg_brisc:brisc2025_test_00181_gl_sa_t1,present,glioma,The upper section of the brain contains a glioma lesion.,There is a glioma lesion affecting the left area of the brain.,a6757a03407259ebfa31aef6b16dc29fbac5b3113dac88241415b24fd9f4324c,3d0fe4976d3cc80259be41b41bc052d6a4467d3aaf381387469782194453747d,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00028_gl_ax_t1,medclipseg_brisc:brisc2025_test_00144_gl_co_t1,present,glioma,A glioma tumor is present in the upper region of the brain.,A suspicious glioma lesion is located in the center section.,85fe57979fda2d3e8da38e195bdbe8ebd3cc25f988f78a81533c4c45e8b7ea0d,4c730d5ea71c66c2c0d988dc2af5858148cddd7dd5e07481b5b3561bd66c0897,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00029_gl_ax_t1,medclipseg_brisc:brisc2025_test_00146_gl_co_t1,present,glioma,The center region shows signs of a glioma tumor.,The center section of the brain contains a glioma lesion.,631cd0589f14ef387578d98de4537640373544da0265a24ebde45eda36e6b53a,91e095d27f6bfadceaf39ab8fcfd82a809f6c5d62ff2317d920fadd35a2654c5,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00030_gl_ax_t1,medclipseg_brisc:brisc2025_test_00090_gl_co_t1,present,glioma,Detected a glioma neoplasm in the upper region of the brain.,Detected glioma lesion located at the center area.,851c25261f67f36ec7b502261c12dcfd82242ceaf4f479d76327db1af98af117,8106ef524d37f3628052f2aafb7c8d13fcac634c9226294f4eb5619536dcc65d,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00031_gl_ax_t1,medclipseg_brisc:brisc2025_test_00039_gl_ax_t1,present,glioma,Imaging reveals a glioma abnormality located in the center.,MRI findings reveal a glioma tumor in the center zone.,76b2f2dc3c1dff710cd5b1e8963fa97211c6059a3b8d591f4a25805fec81821c,276cce60ebb928eb66ea199c9e004b1bc65016b0b1e3244f46161f7d57a08f2b,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00032_gl_ax_t1,medclipseg_brisc:brisc2025_test_00173_gl_sa_t1,present,glioma,MRI reveals a glioma tumor located in the center region.,MRI shows a glioma lesion occupying the left area.,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,a615e59d74997d39a0da9117fec2ca0d6d3db35fbb366e8e5ce1f66dc5aacdc8,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00033_gl_ax_t1,medclipseg_brisc:brisc2025_test_00241_gl_sa_t1,present,glioma,There is a glioma lesion affecting the right area of the brain.,A focal glioma mass is identified in the center region.,6ac26d2d1e84a66a2ae84f331451a6366329fcabb10bf7968edd3a0a953993e0,871db0f9243cc24f0f3a21024ba26e11de397e7a8b990df8cb2f08528ab83955,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00034_gl_ax_t1,medclipseg_brisc:brisc2025_test_00009_gl_ax_t1,present,glioma,Imaging demonstrates a glioma tumor occupying the center region.,Imaging identifies a glioma tumor in the center quadrant.,a01ed7c9def4eda066a3b438eae4a6413519b7d146e90aff0e0b2cbe2335074a,976c2709a844aa12b7f0f67def4065648ff97d89849741d8a4c0215d364413e3,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00035_gl_ax_t1,medclipseg_brisc:brisc2025_test_00095_gl_co_t1,present,glioma,Presence of a glioma mass detected in the upper area.,The center area contains a confirmed glioma tumor.,cb5557233e8984238ad13e7baaf1fd7118bb5fc70d7baa833d8ab2d1b7a0d793,055a1317f6259a2439eb604dbd74d6eb1b9abcad32695aa54895edecd6b59f15,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00036_gl_ax_t1,medclipseg_brisc:brisc2025_test_00042_gl_ax_t1,present,glioma,The lower-right section of the brain contains a glioma lesion.,The upper area contains a confirmed glioma tumor.,27605889e6198d43f947ef2771006cce9a1d144c61d6989d248c488f54edd29f,54a2108b51712a9430928fcfbe84b669a6dfe2a0be6829a2b9469c5c52a51e55,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00037_gl_ax_t1,medclipseg_brisc:brisc2025_test_00221_gl_sa_t1,present,glioma,The center part of the brain exhibits a glioma abnormality.,The center region shows signs of a glioma tumor.,bf7d5d0af60c23c05be2ddc91fd42591e74752429eac89d3958b99bbe22cf2d8,631cd0589f14ef387578d98de4537640373544da0265a24ebde45eda36e6b53a,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00038_gl_ax_t1,medclipseg_brisc:brisc2025_test_00102_gl_co_t1,present,glioma,The center area contains a confirmed glioma tumor.,The center brain region contains a detected glioma tumor.,055a1317f6259a2439eb604dbd74d6eb1b9abcad32695aa54895edecd6b59f15,c835f23603372fcba8de3c96acdc868564af083f48fd74d6265d3e5e36039428,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00039_gl_ax_t1,medclipseg_brisc:brisc2025_test_00077_gl_ax_t1,present,glioma,MRI findings reveal a glioma tumor in the center zone.,MRI reveals a glioma tumor located in the center region.,276cce60ebb928eb66ea199c9e004b1bc65016b0b1e3244f46161f7d57a08f2b,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00040_gl_ax_t1,medclipseg_brisc:brisc2025_test_00220_gl_sa_t1,present,glioma,A suspicious glioma lesion is located in the left section.,An abnormal glioma mass is found in the center section.,49f90333c441feb0c1546d85229ebdf46b9e7d3dc89bb19ab3594e2077645186,13952551b6bda4c1381a3adba8553ab9ec52cf6c91f6f13cdec17c6add80aa61,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00041_gl_ax_t1,medclipseg_brisc:brisc2025_test_00166_gl_co_t1,present,glioma,MRI reveals a glioma tumor located in the center region.,MRI shows a glioma lesion occupying the upper area.,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,07b8645e864b40002f2b6defbb890e69e474deb30756ae4f71f340c05d606ea1,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00042_gl_ax_t1,medclipseg_brisc:brisc2025_test_00162_gl_co_t1,present,glioma,The upper area contains a confirmed glioma tumor.,There is a glioma lesion affecting the center area of the brain.,54a2108b51712a9430928fcfbe84b669a6dfe2a0be6829a2b9469c5c52a51e55,d45a1e67ce275c449af4bbd72119cb1079de7eb70b027e34155fb9aed6c4e5ac,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00043_gl_ax_t1,medclipseg_brisc:brisc2025_test_00014_gl_ax_t1,present,glioma,A suspicious glioma lesion is located in the center section.,Abnormal glioma growth observed in the right part of the brain.,4c730d5ea71c66c2c0d988dc2af5858148cddd7dd5e07481b5b3561bd66c0897,8a0df72b86644649c34f36542d2e3651b4a93aa86e4eac2f0732d717a7f60f79,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00044_gl_ax_t1,medclipseg_brisc:brisc2025_test_00115_gl_co_t1,present,glioma,Detected glioma lesion located at the right area.,Imaging demonstrates a glioma tumor occupying the center region.,ff32855ede5b5eda98b0766b2c160b9aa5084d43aed5511abafc331644057b4c,a01ed7c9def4eda066a3b438eae4a6413519b7d146e90aff0e0b2cbe2335074a,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00045_gl_ax_t1,medclipseg_brisc:brisc2025_test_00123_gl_co_t1,present,glioma,Imaging identifies a glioma tumor in the center quadrant.,Imaging reveals a glioma abnormality located in the center.,976c2709a844aa12b7f0f67def4065648ff97d89849741d8a4c0215d364413e3,76b2f2dc3c1dff710cd5b1e8963fa97211c6059a3b8d591f4a25805fec81821c,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00046_gl_ax_t1,medclipseg_brisc:brisc2025_test_00214_gl_sa_t1,present,glioma,The upper region shows signs of a glioma tumor.,There is a glioma lesion affecting the center area of the brain.,d2ada3ae44cac73abfcf470a573a6e3a8ffc2a89dc55890a44c37e3e68247ac0,d45a1e67ce275c449af4bbd72119cb1079de7eb70b027e34155fb9aed6c4e5ac,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00047_gl_ax_t1,medclipseg_brisc:brisc2025_test_00104_gl_co_t1,present,glioma,An abnormal glioma mass is found in the upper section.,An area of glioma tumor is identified in the upper part of the brain.,fbafdb9325e5c70f27bcce84b62437572c96cc9b4d1bc290cf8573f09b26e50d,e8cb46a7468d66cb69d93c6eeb04443b9a26dca30a6b035c7a08cc89c3ddaee8,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00048_gl_ax_t1,medclipseg_brisc:brisc2025_test_00138_gl_co_t1,present,glioma,Detected glioma lesion located at the upper area.,Imaging demonstrates a glioma tumor occupying the center region.,b642ce657d557a39cc6897d9d063628acaac76d1030fa89f05745e840ae15447,a01ed7c9def4eda066a3b438eae4a6413519b7d146e90aff0e0b2cbe2335074a,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00049_gl_ax_t1,medclipseg_brisc:brisc2025_test_00094_gl_co_t1,present,glioma,MRI findings reveal a glioma tumor in the center zone.,MRI reveals a glioma tumor located in the center region.,276cce60ebb928eb66ea199c9e004b1bc65016b0b1e3244f46161f7d57a08f2b,2f555ad0f344a44874ce79f8f2c0d1363cd9ca66ff8816ae6cc45c0d2fbf1b60,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00050_gl_ax_t1,medclipseg_brisc:brisc2025_test_00252_gl_sa_t1,present,glioma,The center brain region contains a detected glioma tumor.,The center part of the brain exhibits a glioma abnormality.,c835f23603372fcba8de3c96acdc868564af083f48fd74d6265d3e5e36039428,bf7d5d0af60c23c05be2ddc91fd42591e74752429eac89d3958b99bbe22cf2d8,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00051_gl_ax_t1,medclipseg_brisc:brisc2025_test_00147_gl_co_t1,present,glioma,The center region shows signs of a glioma tumor.,The center section of the brain contains a glioma lesion.,631cd0589f14ef387578d98de4537640373544da0265a24ebde45eda36e6b53a,91e095d27f6bfadceaf39ab8fcfd82a809f6c5d62ff2317d920fadd35a2654c5,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00052_gl_ax_t1,medclipseg_brisc:brisc2025_test_00127_gl_co_t1,present,glioma,There is a glioma lesion affecting the center area of the brain.,There is a glioma lesion affecting the right area of the brain.,d45a1e67ce275c449af4bbd72119cb1079de7eb70b027e34155fb9aed6c4e5ac,6ac26d2d1e84a66a2ae84f331451a6366329fcabb10bf7968edd3a0a953993e0,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00053_gl_ax_t1,medclipseg_brisc:brisc2025_test_00167_gl_sa_t1,present,glioma,The MRI shows a glioma mass located within the center region.,The center area contains a confirmed glioma tumor.,0737b0bbd79debb2a5599150a77d5d8ff13cddcafc1fc6b9709116ddb828f1a2,055a1317f6259a2439eb604dbd74d6eb1b9abcad32695aa54895edecd6b59f15,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00054_gl_ax_t1,medclipseg_brisc:brisc2025_test_00226_gl_sa_t1,present,glioma,A glioma tumor can be seen in the center portion of the brain.,A glioma tumor has been identified in the center area.,ff3ec6112afd48df3de951c60f6b60b8b5ea9a99f92e2d539b059ae28c308267,5c729ca74b49bb95f650b97140a4416882bcd9839ff19a6872c1977cdb14d443,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00055_gl_ax_t1,medclipseg_brisc:brisc2025_test_00100_gl_co_t1,present,glioma,Imaging demonstrates a glioma tumor occupying the left region.,Imaging identifies a glioma tumor in the upper quadrant.,0886109a85805c8472290768b692a221037920468a5e4024224d793bf59d8d02,0671b93219c89d38df195f28d2d4cb065a64fb78cac4570f53290e03d2d94f2c,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00056_gl_ax_t1,medclipseg_brisc:brisc2025_test_00109_gl_co_t1,present,glioma,Detected glioma lesion located at the left area.,Imaging demonstrates a glioma tumor occupying the center region.,5dab47f4fc74307fa701a2d1d132130d9e9a929f6762b333bae49b9bfedaf898,a01ed7c9def4eda066a3b438eae4a6413519b7d146e90aff0e0b2cbe2335074a,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00057_gl_ax_t1,medclipseg_brisc:brisc2025_test_00044_gl_ax_t1,present,glioma,Detected abnormal growth of glioma tumor in the lower-left part.,Detected glioma lesion located at the right area.,8826711e275178a8ab7377a1a4eb1f3c60f3ead1a77c65c8fcd2e092e6031d92,ff32855ede5b5eda98b0766b2c160b9aa5084d43aed5511abafc331644057b4c,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00058_gl_ax_t1,medclipseg_brisc:brisc2025_test_00175_gl_sa_t1,present,glioma,The MRI shows a glioma mass located within the center region.,The center area contains a confirmed glioma tumor.,0737b0bbd79debb2a5599150a77d5d8ff13cddcafc1fc6b9709116ddb828f1a2,055a1317f6259a2439eb604dbd74d6eb1b9abcad32695aa54895edecd6b59f15,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00059_gl_ax_t1,medclipseg_brisc:brisc2025_test_00245_gl_sa_t1,present,glioma,A glioma tumor is visible in the center region on the scan.,A suspicious glioma lesion is located in the center section.,85624fdb0ee76f8948ec21a965dd45db583439afa1d18d6cba9b51132314bd8e,4c730d5ea71c66c2c0d988dc2af5858148cddd7dd5e07481b5b3561bd66c0897,0,1
STRATIFIED_DERANGEMENT_V1_20260719,medclipseg_brisc,medclipseg_brisc:brisc2025_test_00060_gl_ax_t1,medclipseg_brisc:brisc2025_test_00243_gl_sa_t1,present,glioma,An area of glioma tumor is identified in the lower part of the brain.,Detected a glioma neoplasm in the center region of the brain.,666a858ac9b76d22d21753630a2d546ac34f7bc8939149efecde5d929d14b839,99ea01dabfc2ab57f311e00f13b1d2af004d2c83dc181a2cf4933defa46db093,0,1
